country,state name,market name,cm_name,mp_month,mp_year,mp_price
Afghanistan,Badakhshan,Fayzabad,Wheat,4,2007,16
Afghanistan,Badakhshan,Fayzabad,Wheat,5,2007,17.25
Afghanistan,Badakhshan,Fayzabad,Wheat,6,2007,23.375
Afghanistan,Badakhshan,Fayzabad,Wheat,7,2007,25
Afghanistan,Badakhshan,Fayzabad,Wheat,8,2007,24
Afghanistan,Badakhshan,Fayzabad,Wheat,9,2007,20
Afghanistan,Badakhshan,Fayzabad,Wheat,10,2007,18.35
Afghanistan,Badakhshan,Fayzabad,Wheat,11,2007,17.8
Afghanistan,Badakhshan,Fayzabad,Wheat,12,2007,20.85
Afghanistan,Badakhshan,Fayzabad,Wheat,1,2008,24.775
Afghanistan,Badakhshan,Fayzabad,Wheat,2,2008,24.3
Afghanistan,Badakhshan,Fayzabad,Wheat,3,2008,25.7
Afghanistan,Badakhshan,Fayzabad,Wheat,4,2008,37.275
Afghanistan,Badakhshan,Fayzabad,Wheat,5,2008,44.4
Afghanistan,Badakhshan,Fayzabad,Wheat,6,2008,33
Afghanistan,Badakhshan,Fayzabad,Wheat,7,2008,34.775
Afghanistan,Badakhshan,Fayzabad,Wheat,8,2008,34.95
Afghanistan,Badakhshan,Fayzabad,Wheat,9,2008,35.7
Afghanistan,Badakhshan,Fayzabad,Wheat,10,2008,32.3
Afghanistan,Badakhshan,Fayzabad,Wheat,11,2008,27.975
Afghanistan,Badakhshan,Fayzabad,Wheat,12,2008,27.11
Afghanistan,Badakhshan,Fayzabad,Wheat,1,2009,25.885
Afghanistan,Badakhshan,Fayzabad,Wheat,2,2009,22.85
Afghanistan,Badakhshan,Fayzabad,Wheat,3,2009,21.225
Afghanistan,Badakhshan,Fayzabad,Wheat,4,2009,21.2
Afghanistan,Badakhshan,Fayzabad,Wheat,5,2009,20.875
Afghanistan,Badakhshan,Fayzabad,Wheat,6,2009,20.7
Afghanistan,Badakhshan,Fayzabad,Wheat,7,2009,17.035
Afghanistan,Badakhshan,Fayzabad,Wheat,8,2009,17.14
Afghanistan,Badakhshan,Fayzabad,Wheat,9,2009,17.2
Afghanistan,Badakhshan,Fayzabad,Wheat,10,2009,17.14
Afghanistan,Badakhshan,Fayzabad,Wheat,11,2009,17.14
Afghanistan,Badakhshan,Fayzabad,Wheat,12,2009,16.06
Afghanistan,Badakhshan,Fayzabad,Wheat,1,2010,14.825
Afghanistan,Badakhshan,Fayzabad,Wheat,2,2010,14.6
Afghanistan,Badakhshan,Fayzabad,Wheat,3,2010,14.5
Afghanistan,Badakhshan,Fayzabad,Wheat,4,2010,14.325
Afghanistan,Badakhshan,Fayzabad,Wheat,5,2010,14.3
Afghanistan,Badakhshan,Fayzabad,Wheat,6,2010,13.9
Afghanistan,Badakhshan,Fayzabad,Wheat,7,2010,13.9
Afghanistan,Badakhshan,Fayzabad,Wheat,8,2010,15.2
Afghanistan,Badakhshan,Fayzabad,Wheat,9,2010,17.2
Afghanistan,Badakhshan,Fayzabad,Wheat,10,2010,17.2
Afghanistan,Badakhshan,Fayzabad,Wheat,11,2010,17.2
Afghanistan,Badakhshan,Fayzabad,Wheat,12,2010,18.6
Afghanistan,Badakhshan,Fayzabad,Wheat,1,2011,18.6
Afghanistan,Badakhshan,Fayzabad,Wheat,2,2011,18.6
Afghanistan,Badakhshan,Fayzabad,Wheat,3,2011,18.6
Afghanistan,Badakhshan,Fayzabad,Wheat,4,2011,19.65
Afghanistan,Badakhshan,Fayzabad,Wheat,5,2011,24
Afghanistan,Badakhshan,Fayzabad,Wheat,6,2011,22.325
Afghanistan,Badakhshan,Fayzabad,Wheat,7,2011,23
Afghanistan,Badakhshan,Fayzabad,Wheat,8,2011,23
Afghanistan,Badakhshan,Fayzabad,Wheat,9,2011,21.25
Afghanistan,Badakhshan,Fayzabad,Wheat,10,2011,21
Afghanistan,Badakhshan,Fayzabad,Wheat,11,2011,21.75
Afghanistan,Badakhshan,Fayzabad,Wheat,12,2011,22
Afghanistan,Badakhshan,Fayzabad,Wheat,1,2012,22.075
Afghanistan,Badakhshan,Fayzabad,Wheat,2,2012,22
Afghanistan,Badakhshan,Fayzabad,Wheat,3,2012,21
Afghanistan,Badakhshan,Fayzabad,Wheat,4,2012,18.5
Afghanistan,Badakhshan,Fayzabad,Wheat,5,2012,18.5
Afghanistan,Badakhshan,Fayzabad,Wheat,6,2012,18.2833
Afghanistan,Badakhshan,Fayzabad,Wheat,7,2012,17
Afghanistan,Badakhshan,Fayzabad,Wheat,8,2012,17
Afghanistan,Badakhshan,Fayzabad,Wheat,9,2012,17.3333
Afghanistan,Badakhshan,Fayzabad,Wheat,10,2012,19.05
Afghanistan,Badakhshan,Fayzabad,Wheat,11,2012,20.7
Afghanistan,Badakhshan,Fayzabad,Wheat,12,2012,20.7
Afghanistan,Badakhshan,Fayzabad,Wheat,1,2013,21.4
Afghanistan,Badakhshan,Fayzabad,Wheat,2,2013,21.4
Afghanistan,Badakhshan,Fayzabad,Wheat,3,2013,21.55
Afghanistan,Badakhshan,Fayzabad,Wheat,4,2013,22
Afghanistan,Badakhshan,Fayzabad,Wheat,5,2013,23
Afghanistan,Badakhshan,Fayzabad,Wheat,7,2013,19
Afghanistan,Badakhshan,Fayzabad,Wheat,8,2013,19
Afghanistan,Badakhshan,Fayzabad,Wheat,9,2013,19.25
Afghanistan,Badakhshan,Fayzabad,Wheat,10,2013,20
Afghanistan,Badakhshan,Fayzabad,Wheat,11,2013,20
Afghanistan,Badakhshan,Fayzabad,Wheat,12,2013,20
Afghanistan,Badakhshan,Fayzabad,Wheat,1,2014,20.75
Afghanistan,Badakhshan,Fayzabad,Wheat,2,2014,21.9375
Afghanistan,Badakhshan,Fayzabad,Wheat,3,2014,22
Afghanistan,Badakhshan,Fayzabad,Wheat,4,2014,24.3
Afghanistan,Badakhshan,Fayzabad,Wheat,5,2014,25.5
Afghanistan,Badakhshan,Fayzabad,Wheat,6,2014,25
Afghanistan,Badakhshan,Fayzabad,Wheat,7,2014,23
Afghanistan,Badakhshan,Fayzabad,Wheat,8,2014,21.5
Afghanistan,Badakhshan,Fayzabad,Wheat,9,2014,21
Afghanistan,Badakhshan,Fayzabad,Wheat,10,2014,21.875
Afghanistan,Badakhshan,Fayzabad,Wheat,11,2014,25
Afghanistan,Badakhshan,Fayzabad,Wheat,12,2014,25
Afghanistan,Badakhshan,Fayzabad,Wheat,1,2015,25
Afghanistan,Badakhshan,Fayzabad,Wheat,2,2015,25
Afghanistan,Badakhshan,Fayzabad,Wheat,3,2015,25
Afghanistan,Badakhshan,Fayzabad,Wheat,4,2015,25
Afghanistan,Badakhshan,Fayzabad,Wheat,5,2015,24.75
Afghanistan,Badakhshan,Fayzabad,Wheat,6,2015,23
Afghanistan,Badakhshan,Fayzabad,Wheat,7,2015,23
Afghanistan,Badakhshan,Fayzabad,Wheat,8,2015,23
Afghanistan,Badakhshan,Fayzabad,Wheat,9,2015,23.8
Afghanistan,Badakhshan,Fayzabad,Wheat,10,2015,24
Afghanistan,Badakhshan,Fayzabad,Wheat,11,2015,25
Afghanistan,Badakhshan,Fayzabad,Wheat,12,2015,25.75
Afghanistan,Badakhshan,Fayzabad,Wheat,1,2016,26.75
Afghanistan,Badakhshan,Fayzabad,Wheat,2,2016,27
Afghanistan,Badakhshan,Fayzabad,Wheat,3,2016,26
Afghanistan,Badakhshan,Fayzabad,Wheat,4,2016,26
Afghanistan,Badakhshan,Fayzabad,Wheat,5,2016,25.25
Afghanistan,Badakhshan,Fayzabad,Wheat,6,2016,25
Afghanistan,Badakhshan,Fayzabad,Wheat,7,2016,25.75
Afghanistan,Badakhshan,Fayzabad,Wheat,8,2016,25
Afghanistan,Badakhshan,Fayzabad,Wheat,9,2016,24.5
Afghanistan,Badakhshan,Fayzabad,Wheat,10,2016,24.25
Afghanistan,Badakhshan,Fayzabad,Wheat,11,2016,24.25
Afghanistan,Badakhshan,Fayzabad,Wheat,12,2016,25.25
Afghanistan,Badakhshan,Fayzabad,Wheat,1,2017,25
Afghanistan,Badakhshan,Fayzabad,Wheat,2,2017,25
Afghanistan,Badakhshan,Fayzabad,Wheat,3,2017,25
Afghanistan,Badakhshan,Fayzabad,Wheat,4,2017,25
Afghanistan,Badakhshan,Fayzabad,Wheat,5,2017,25
Afghanistan,Badakhshan,Fayzabad,Wheat,6,2017,24.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),1,2007,24
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),2,2007,24
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),3,2007,25.25
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),4,2007,26
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),5,2007,41.75
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),6,2007,40.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),7,2007,40
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),8,2007,39
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),9,2007,35.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),10,2007,36.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),11,2007,36.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),12,2007,38.625
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),1,2008,44.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),2,2008,45.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),3,2008,45
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),5,2008,58.25
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),6,2008,54.05
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),7,2008,55.15
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),8,2008,58.25
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),9,2008,64
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),10,2008,67.75
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),11,2008,64
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),12,2008,64
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),1,2009,68.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),2,2009,57.25
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),3,2009,53.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),4,2009,54
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),5,2009,54
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),6,2009,53.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),7,2009,53.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),8,2009,53.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),9,2009,53.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),10,2009,48.175
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),11,2009,46.4
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),12,2009,42.8
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),1,2010,41.9
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),2,2010,41.4
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),3,2010,41.4
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),4,2010,41.05
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),5,2010,41.4
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),6,2010,41.85
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),7,2010,42
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),8,2010,43.15
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),9,2010,44.3
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),10,2010,44.3
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),11,2010,44.3
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),12,2010,44.3
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),1,2011,44.3
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),2,2011,44.3
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),3,2011,44.3
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),4,2011,44.1
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),5,2011,47.45
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),6,2011,48.825
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),7,2011,49
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),8,2011,49
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),9,2011,49
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),10,2011,49
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),11,2011,49
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),12,2011,49
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),1,2012,49
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),2,2012,49
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),3,2012,46
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),4,2012,45
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),5,2012,46.75
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),6,2012,52
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),7,2012,52
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),8,2012,52.375
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),9,2012,53.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),10,2012,53.85
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),11,2012,54.2
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),12,2012,54.2
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),2,2013,54.2
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),3,2013,54.2
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),4,2013,54.2
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),5,2013,54.2
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),7,2013,50.25
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),8,2013,50
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),9,2013,49
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),10,2013,49
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),11,2013,50.75
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),12,2013,53
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),1,2014,51.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),2,2014,50
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),3,2014,50
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),4,2014,50
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),5,2014,50
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),6,2014,50.75
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),7,2014,50
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),8,2014,48.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),9,2014,47
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),10,2014,47
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),11,2014,47.25
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),12,2014,49
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),1,2015,50
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),2,2015,50
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),3,2015,49
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),4,2015,48
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),5,2015,48
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),6,2015,48
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),7,2015,46
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),8,2015,46
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),9,2015,46
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),10,2015,47.25
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),11,2015,46
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),12,2015,45
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),1,2016,46.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),2,2016,47
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),3,2016,47
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),4,2016,46.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),5,2016,40.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),6,2016,43
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),7,2016,45
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),8,2016,43.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),9,2016,45
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),10,2016,49.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),11,2016,48
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),12,2016,48.5
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),1,2017,48
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),2,2017,48.75
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),3,2017,51
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),4,2017,52
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),5,2017,53.75
Afghanistan,Badakhshan,Fayzabad,Rice (low quality),6,2017,59
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),2,2014,700
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),7,2014,1000
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),8,2014,1000
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),9,2014,1000
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),10,2014,1000
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),11,2014,1000
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),12,2014,925
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),1,2015,700
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),2,2015,700
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),3,2015,800
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),4,2015,800
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),5,2015,800
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),6,2015,800
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),7,2015,800
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),8,2015,800
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),9,2015,700
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),10,2015,600
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),11,2015,600
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),12,2015,600
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),1,2016,600
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),2,2016,600
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),3,2016,600
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),4,2016,700
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),5,2016,750
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),6,2016,700
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),7,2016,700
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),8,2016,700
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),9,2016,700
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),10,2016,650
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),11,2016,575
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),12,2016,500
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),1,2017,600
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),2,2017,600
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),3,2017,750
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),4,2017,850
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),5,2017,975
Afghanistan,Badakhshan,Fayzabad,Wage (qualified labour),6,2017,1000
Afghanistan,Badakhshan,Fayzabad,"Livestock (sheep, one-year-old alive female)",5,2000,1625000
Afghanistan,Badakhshan,Fayzabad,"Livestock (sheep, one-year-old alive female)",6,2000,1476000
Afghanistan,Badakhshan,Fayzabad,"Livestock (sheep, one-year-old alive female)",7,2000,1800000
Afghanistan,Badakhshan,Fayzabad,"Livestock (sheep, one-year-old alive female)",8,2000,1700000
Afghanistan,Badakhshan,Fayzabad,"Livestock (sheep, one-year-old alive female)",9,2000,1300000
Afghanistan,Badakhshan,Fayzabad,"Livestock (sheep, one-year-old alive female)",10,2000,1275000
Afghanistan,Badakhshan,Fayzabad,"Livestock (sheep, one-year-old alive female)",11,2000,1240000
Afghanistan,Badakhshan,Fayzabad,"Livestock (sheep, one-year-old alive female)",12,2000,1175000
Afghanistan,Badakhshan,Fayzabad,"Livestock (sheep, one-year-old alive female)",1,2001,1880000
Afghanistan,Badakhshan,Fayzabad,"Livestock (sheep, one-year-old alive female)",2,2001,2400000
Afghanistan,Badakhshan,Fayzabad,"Livestock (sheep, one-year-old alive female)",3,2001,2950000
Afghanistan,Badakhshan,Fayzabad,"Livestock (sheep, one-year-old alive female)",4,2001,3250000
Afghanistan,Badakhshan,Fayzabad,"Livestock (sheep, one-year-old alive female)",5,2001,3300000
Afghanistan,Badakhshan,Fayzabad,"Livestock (sheep, one-year-old alive female)",6,2001,3050000
